time,event,F0,F1,F2,F3,F4,F5
0.3860061491362345,1,0.9115348035440877,0.558219616244365,0.06556179656640271,1,Y,B
0.14293200369066492,1,0.07149165854333062,0.30447052170298616,0.44071409197641886,1,Y,D
0.0776674360157023,1,0.26515509890605315,0.8367873072486803,0.039230248205280205,1,Y,B
0.25858029567025875,1,0.3350737754685632,0.25959413284093613,0.48839288159419314,1,Z,C
0.15280984209335746,1,0.7083661282276746,0.23533870567615633,0.8050203407322984,1,Y,B
0.14533144434533843,1,0.14909550234476554,0.03820352541826155,0.09633159940535874,0,Y,C
0.1018978089487929,1,0.4417151696022764,0.09479138693758626,0.7710593135439674,0,Y,C
0.013551628100926123,1,0.22816327160908734,0.5630507711823955,0.4570534639567143,0,Y,E
0.2898555516979114,1,0.13936901442131377,0.638583026708615,0.06525698239419175,1,X,A
0.17545981872982364,1,0.5286646333789353,0.3983669439488543,0.15369369234240127,0,Y,C
0.363060768164169,1,0.4168781384481761,0.23403236246895975,0.7401189410556682,0,Y,B
0.2137172063123218,1,0.845977483887729,0.7633557767893644,0.3242897269345938,1,Y,C
0.23846626778266514,1,0.8363790380690741,0.28825230523418455,0.976382779930488,0,X,E
0.15258831836615833,1,0.8090274185963906,0.09780191063299637,0.5658714115789725,0,Z,C
0.35436354875611104,1,0.05244838563237497,0.8601611120252979,0.004971888181386719,1,Y,E
0.1453511692421733,1,0.09826518165844067,0.3212055656454089,0.26058907664807973,1,Y,E
0.2860376242483287,1,0.7013033784743319,0.6079329741987314,0.5072746208724874,0,Y,C
0.06353207161231045,1,0.2676617397430474,0.09827557793580888,0.6933217748098878,1,X,C
0.28764905747978037,1,0.6235870439280349,0.869866486531354,0.7704756085298207,0,Z,E
0.07454262407985285,1,0.24048584369799464,0.5110028597174869,0.5010499517617253,1,Y,C
0.21312574095045525,0,0.03154981212445129,0.16056241242330038,0.09320380329063527,0,X,A
0.16663912258959515,0,0.9942100528251534,0.6700696263525173,0.5295183318891973,0,X,C
0.30383416439244076,0,0.017879498283486894,0.8734702523032741,0.4237831463633376,0,Z,E
0.13944329340894657,0,0.9140162312135298,0.3534077134061344,0.5796863327195196,0,Z,A
0.39124551112061046,0,0.17493547286445643,0.9206658638953712,0.5233512626019763,1,Y,C
0.011327497438320492,0,0.4394846536778647,0.4974964241095936,0.401849639872348,1,Y,E
0.16884433139402963,0,0.4405033484527576,0.8180982579757562,0.2639714504277094,0,Z,A
0.3994295406665046,0,0.583568407852218,0.8431571714380963,0.827347510916129,0,Y,E
0.06358826809774541,0,0.8271885834998494,0.06857335026822231,0.8940629203173674,1,Y,B
0.1784264645937315,0,0.49873667119275666,0.1486062734595479,0.6627310882834303,0,Y,C
0.3570710016158307,0,0.7029030279460748,0.5807736475869003,0.6096884371519885,1,X,B
0.3950552890426612,0,0.2980691009647649,0.8087283124434411,0.27925326978556353,0,Z,C
0.3350339607728703,0,0.22205871552350676,0.3434019831028,0.6163983174709912,1,X,B
0.36133328699491424,0,0.8929608319500804,0.77677465400135,0.2631665658652582,1,X,B
0.037767506488218916,0,0.4983440605828967,0.07975815818833376,0.6387914679262677,1,Z,A
0.08211385567161034,0,0.9410922675202585,0.8637492390567455,0.8015343880878119,0,Z,C
0.3903851276415042,0,0.6075304728028555,0.959430524131324,0.6247468618965308,1,X,B
0.3805160013267424,0,0.2127800656422426,0.7876914722818427,0.12358324381666497,1,X,D
0.21994782187397433,0,0.4448829365968765,0.3963672164754839,0.1973575094741693,0,Z,A
0.3971781556355622,0,0.3086770618161139,0.5686502060711818,0.8614272793079566,1,Z,C
0.18518525509725137,0,0.06046345205452164,0.36653588867557385,0.033436556978258536,0,Y,A
0.39384851106736546,0,0.5632124445739791,0.5975792676311701,0.06658699676143987,0,X,C
0.14017396083674705,0,0.999569732560097,0.6253793990343072,0.8989362145862887,0,X,B
0.029531972398264578,0,0.7610861664979417,0.8927893521197602,0.8510303754678165,1,X,B
0.09708596478152234,0,0.3810073571197421,0.75105782198937,0.7923516399699492,1,Z,D
0.275100995380005,0,0.2827621547206871,0.8561520227856144,0.6010549917989503,1,Y,A
0.2994807061914989,0,0.6382412810855175,0.6297953490527597,0.2769613864177066,1,X,B
0.1830211464907749,0,0.86740732705449,0.9744329339139589,0.8403818949262835,1,Y,E
0.04285693543954725,0,0.9382942602960466,0.4783284018012297,0.86558156621872,0,X,E
0.3983008967484791,0,0.023445421998223637,0.7735220798876049,0.27200417810214716,0,Z,E
0.29527501780686866,0,0.8670450895578058,0.7438128792301472,0.7724961019957837,0,X,E
0.03810138143927613,0,0.38496613366779064,0.6578831995924781,0.5836363654969918,1,X,A
0.23193887518910428,0,0.25340994905498904,0.23690847438563567,0.7084743701377656,0,X,C
0.39507806655455957,0,0.8227028026478062,0.4229834708013498,0.7871387918273185,0,Z,B
0.3061884878910271,0,0.040747462039006366,0.8405431805151022,0.12176771765642758,1,X,B
0.35331306216400715,0,0.9112296331696341,0.5634344168422429,0.12671349308041036,0,Z,D
0.2012053888166555,0,0.8833345892578011,0.45524391974453104,0.5496281266608543,0,Z,C
0.2622727367653954,0,0.009408745752410907,0.1414358028884658,0.3983554606386255,1,X,A
0.38062236392641513,0,0.1875963102507776,0.9677585197145184,0.9553987081685299,0,Z,A
0.3777507123286581,0,0.5353074201879678,0.06651815965151964,0.6973232071520261,1,X,D
0.166571286596725,0,0.7329153000816843,0.6356732815756596,0.6194473110944595,0,Y,D
0.3169759964985889,0,0.1045454817271132,0.888377437153535,0.7107652171925479,1,Z,C
0.38133534059913426,0,0.7855203831799266,0.67207429083278,0.11623354218347948,1,X,E
0.02716848978227429,0,0.7265622775483134,0.5840306805515351,0.7361543853659875,1,X,A
0.39439929067727586,0,0.47553182054022924,0.833271705768672,0.5128148113175907,0,X,E
0.32339093713418304,0,0.9805205266028774,0.7185494285003083,0.4274171670695549,0,Y,A
0.3390608077147643,0,0.8932587530254494,0.622133923422995,0.2617338981405307,0,Y,A
0.20192946499594858,0,0.2982572849002698,0.7613242150220999,0.6756582980484428,0,X,E
0.37428410841600734,0,0.5347341621921491,0.4937824707039341,0.9061810835286601,1,X,E
0.22194097687863837,0,0.46886531219290295,0.4502677972131536,0.19239190445043075,1,Y,E
0.3982389828491248,0,0.8318283855859451,0.7893797421870328,0.9426076210471781,0,Z,C
0.11437754989236183,0,0.22951877681471555,0.9281740516365616,0.5912915546419936,0,X,A
0.3874048573231886,0,0.21061971253010403,0.14395320840781467,0.6805045650047472,1,X,B
0.16434461029556102,0,0.8034746035890538,0.7161694569313535,0.6125637889553139,0,Z,C
0.261606047881152,0,0.5474111250312524,0.5609347864417606,0.03297475515383541,0,Z,C
0.017151586676383897,0,0.29779624048621556,0.07518305274184311,0.7003872443348559,0,Z,B
0.3924466752845865,0,0.12105158365832802,0.6372195796330338,0.40684941645495676,0,X,E
0.39763343749317365,0,0.8434481523709788,0.6872219460706118,0.18995618254676616,1,Y,B
0.3952728507280534,0,0.6323268402422484,0.2573361636358328,0.09192183707022172,1,Y,C
0.2643056443202738,0,0.9366984880122947,0.10468126140948841,0.845970969413306,0,Z,E
0.3333327105646917,0,0.17370194006731277,0.9160882457767513,0.34029714888142126,1,Z,A
0.2507915245805313,0,0.5518264431292563,0.12069762941856188,0.20382717850240473,0,X,D
0.30691869683151485,0,0.820815422648906,0.4993026548983649,0.9529959548333683,0,Y,E
0.3691328724703284,0,0.4349357326625264,0.5257031331935044,0.2683166533475416,1,Z,A
0.07109920910128768,0,0.19015238444874638,0.12621823780811925,0.670609895865773,1,Y,C
0.09711681685859502,0,0.8374198224969522,0.5452323670811465,0.8979412940533755,0,X,D
0.39180544780335086,0,0.10966400646667662,0.039442775217517045,0.5613889228663841,1,Y,C
0.3945852479280724,0,0.9603528626873984,0.35867589870672345,0.6980677793743536,0,Z,B
0.21203225602084005,0,0.25829293798640485,0.8493358120673636,0.49444662339455314,1,Z,B
0.08523090624681465,0,0.06440369552656633,0.09456094506928592,0.3168687438703849,0,Z,C
0.12751255679833712,0,0.6552166922665074,0.5026476083145747,0.7726954886232553,0,Z,E
